FID_1,CB2010,BoroCode,BoroName,CT2010,BCTCB2010,Shape_Leng,Shape_Area,Count_,AboveAverage
0,1000,5,Staten Island,900,50009001000,2508.947936,244589.5718,0,0
1,1000,5,Staten Island,2001,50020011000,1345.886421,111006.2577,0,0
2,1000,5,Staten Island,2700,50027001000,1703.381172,150406.766,0,0
3,1000,5,Staten Island,4000,50040001000,1511.173743,141296.5611,0,0
4,1000,5,Staten Island,6400,50064001000,1978.243899,200784.9821,0,0
5,1000,5,Staten Island,7400,50074001000,1540.875504,139084.0214,0,0
6,1000,5,Staten Island,7500,50075001000,1412.643184,123560.5501,1,1
7,1000,5,Staten Island,7700,50077001000,2421.03718,205770.9409,0,0
8,1000,5,Staten Island,11201,50112011000,1943.02902,196112.2849,0,0
9,1000,5,Staten Island,11202,50112021000,1233.682152,92737.7479,0,0
10,1000,5,Staten Island,11401,50114011000,1094.120067,66684.09638,0,0
11,1000,5,Staten Island,11402,50114021000,1942.556759,183061.3373,0,0
12,1000,5,Staten Island,12100,50121001000,1793.986645,170250.765,0,0
13,1000,5,Staten Island,12200,50122001000,1587.811128,139819.2169,0,0
14,1000,5,Staten Island,12500,50125001000,1934.120658,215177.9275,0,0
15,1000,5,Staten Island,13201,50132011000,4338.685946,880690.0967,0,0
16,1000,5,Staten Island,13400,50134001000,1076.670462,43232.19114,0,0
17,1000,5,Staten Island,13800,50138001000,1351.102499,110567.3602,0,0
18,1000,5,Staten Island,14605,50146051000,1766.454306,159883.051,0,0
19,1000,5,Staten Island,14607,50146071000,2316.414473,305282.1551,0,0
20,1000,5,Staten Island,14608,50146081000,2688.759782,400307.6277,0,0
21,1000,5,Staten Island,15603,50156031000,1941.242223,164263.4759,0,0
22,1000,5,Staten Island,16901,50169011000,2111.303257,203357.9446,0,0
23,1000,5,Staten Island,17005,50170051000,2457.60015,121457.4017,0,0
24,1000,5,Staten Island,17011,50170111000,1705.532768,153304.8294,0,0
25,1000,5,Staten Island,17300,50173001000,1392.506552,118085.8897,0,0
26,1000,5,Staten Island,18701,50187011000,1955.146098,169658.1089,0,0
27,1000,5,Staten Island,18901,50189011000,1436.410171,109506.9727,0,0
28,1000,5,Staten Island,19700,50197001000,1099.138528,64399.61873,0,0
29,1000,5,Staten Island,20700,50207001000,776.1719453,19784.38734,0,0
30,1000,5,Staten Island,20801,50208011000,954.6517057,55427.06084,0,0
31,1000,5,Staten Island,21300,50213001000,2020.981937,210828.9169,0,0
32,1000,5,Staten Island,22600,50226001000,7407.16737,581749.0131,0,0
33,1000,5,Staten Island,24401,50244011000,2330.586565,229143.5623,0,0
34,1000,5,Staten Island,27302,50273021000,3834.15681,501412.3158,0,0
35,1000,5,Staten Island,27702,50277021000,582.2057156,20894.93121,0,0
36,1000,5,Staten Island,27705,50277051000,2681.496403,310745.3684,0,0
37,1001,5,Staten Island,600,50006001001,983.8527747,34583.79132,0,0
38,1001,5,Staten Island,900,50009001001,2205.558752,252525.7002,0,0
39,1001,5,Staten Island,1100,50011001001,1741.586493,158261.5423,0,0
40,1001,5,Staten Island,2001,50020011001,1214.391672,90731.14589,0,0
41,1001,5,Staten Island,2100,50021001001,1422.684785,117515.7659,0,0
42,1001,5,Staten Island,4000,50040001001,1304.516596,102152.4584,0,0
43,1001,5,Staten Island,7400,50074001001,1586.39619,145503.1499,0,0
44,1001,5,Staten Island,9601,50096011001,753.2510176,30542.09272,0,0
45,1001,5,Staten Island,11201,50112011001,2030.04017,222164.7131,0,0
46,1001,5,Staten Island,11202,50112021001,2750.641302,311389.51,0,0
47,1001,5,Staten Island,11401,50114011001,1005.196428,51315.98039,0,0
48,1001,5,Staten Island,11402,50114021001,1987.225124,191269.1367,0,0
49,1001,5,Staten Island,12200,50122001001,1395.150994,108587.9856,0,0
50,1001,5,Staten Island,12500,50125001001,3377.832717,496338.3554,1,1
51,1001,5,Staten Island,12804,50128041001,3126.866087,407806.1814,0,0
52,1001,5,Staten Island,12805,50128051001,1438.621732,109154.9375,0,0
53,1001,5,Staten Island,12806,50128061001,1287.277789,101361.1517,0,0
54,1001,5,Staten Island,13302,50133021001,2026.93237,214008.2875,0,0
55,1001,5,Staten Island,13400,50134001001,1325.942816,103595.6836,0,0
56,1001,5,Staten Island,13800,50138001001,1553.397629,138383.3524,0,0
57,1001,5,Staten Island,14100,50141001001,1257.091327,93007.95085,0,0
58,1001,5,Staten Island,14605,50146051001,1667.769524,141138.0445,0,0
59,1001,5,Staten Island,14608,50146081001,1678.669893,150054.6636,0,0
60,1001,5,Staten Island,15602,50156021001,1794.811673,163608.1476,0,0
61,1001,5,Staten Island,15603,50156031001,1902.665797,156664.179,0,0
62,1001,5,Staten Island,16901,50169011001,2721.329404,224290.3987,0,0
63,1001,5,Staten Island,17005,50170051001,2442.041727,107577.5749,0,0
64,1001,5,Staten Island,17007,50170071001,1236.82283,81140.72237,0,0
65,1001,5,Staten Island,17009,50170091001,1378.784852,113324.4087,0,0
66,1001,5,Staten Island,17011,50170111001,1876.810992,175787.8469,0,0
67,1001,5,Staten Island,17012,50170121001,1281.113887,82325.42773,0,0
68,1001,5,Staten Island,17600,50176001001,2570.628553,254756.4158,0,0
69,1001,5,Staten Island,17700,50177001001,1556.870947,137191.111,0,0
70,1001,5,Staten Island,18100,50181001001,631.5651955,9148.425036,0,0
71,1001,5,Staten Island,18901,50189011001,686.9196409,23823.12017,0,0
72,1001,5,Staten Island,19700,50197001001,1126.371218,72346.32083,0,0
73,1001,5,Staten Island,21300,50213001001,1981.597326,195859.7225,0,0
74,1001,5,Staten Island,23900,50239001001,1028.023793,65630.89339,0,0
75,1001,5,Staten Island,24401,50244011001,2279.889765,224021.4653,0,0
76,1001,5,Staten Island,27302,50273021001,1981.718145,189063.1555,0,0
77,1001,5,Staten Island,27704,50277041001,2322.712854,235931.2349,0,0
78,1001,5,Staten Island,27900,50279001001,2004.360863,188445.514,0,0
79,1001,5,Staten Island,30301,50303011001,2013.007177,206118.0766,0,0
80,1001,5,Staten Island,31901,50319011001,697.2449507,27925.72411,0,0
81,1002,5,Staten Island,600,50006001002,749.0958855,34417.2102,0,0
82,1002,5,Staten Island,900,50009001002,980.8428246,54874.90217,0,0
83,1002,5,Staten Island,1100,50011001002,1732.37356,159701.4035,0,0
84,1002,5,Staten Island,2001,50020011002,3511.673294,612875.2876,0,0
85,1002,5,Staten Island,2700,50027001002,1647.707272,107222.4676,0,0
86,1002,5,Staten Island,4000,50040001002,1258.093331,93162.65222,0,0
87,1002,5,Staten Island,5900,50059001002,2448.917206,379580.5833,0,0
88,1002,5,Staten Island,6400,50064001002,1721.394104,135649.7809,0,0
89,1002,5,Staten Island,7400,50074001002,1342.90141,74445.57892,0,0
90,1002,5,Staten Island,7500,50075001002,1747.143942,174853.5626,0,0
91,1002,5,Staten Island,7700,50077001002,1365.051337,103812.3008,0,0
92,1002,5,Staten Island,9602,50096021002,1824.176682,165419.4794,0,0
93,1002,5,Staten Island,11201,50112011002,1853.321465,197337.2417,0,0
94,1002,5,Staten Island,11202,50112021002,2651.205594,280349.0896,0,0
95,1002,5,Staten Island,11401,50114011002,1707.384799,172181.6175,0,0
96,1002,5,Staten Island,11402,50114021002,1362.622388,104903.9894,0,0
97,1002,5,Staten Island,12100,50121001002,3415.265952,351026.9808,0,0
98,1002,5,Staten Island,12200,50122001002,1666.512213,148817.0392,0,0
99,1002,5,Staten Island,12500,50125001002,2302.407954,279704.5552,0,0
100,1002,5,Staten Island,12804,50128041002,2986.69889,324449.5713,0,0
101,1002,5,Staten Island,12806,50128061002,1287.201996,100335.4122,0,0
102,1002,5,Staten Island,13201,50132011002,1419.189864,95287.89562,0,0
103,1002,5,Staten Island,13204,50132041002,1347.069867,111326.3783,0,0
104,1002,5,Staten Island,13400,50134001002,1334.588403,104352.6691,0,0
105,1002,5,Staten Island,13800,50138001002,1450.161487,123747.0534,0,0
106,1002,5,Staten Island,14605,50146051002,1402.137369,122114.3792,0,0
107,1002,5,Staten Island,14608,50146081002,1634.847805,146697.8104,0,0
108,1002,5,Staten Island,15400,50154001002,1534.716061,75383.72072,0,0
109,1002,5,Staten Island,15602,50156021002,1500.326483,125743.855,0,0
110,1002,5,Staten Island,15603,50156031002,1786.018922,104379.7145,0,0
111,1002,5,Staten Island,17005,50170051002,2614.529455,411733.1468,0,0
112,1002,5,Staten Island,17007,50170071002,1180.080345,61555.78955,0,0
113,1002,5,Staten Island,17009,50170091002,1985.249824,140593.9311,0,0
114,1002,5,Staten Island,17011,50170111002,2040.647899,193220.709,0,0
115,1002,5,Staten Island,17012,50170121002,512.9147304,11287.68577,0,0
116,1002,5,Staten Island,18100,50181001002,526.2308198,9380.007935,0,0
117,1002,5,Staten Island,18701,50187011002,2173.919538,238454.2869,0,0
118,1002,5,Staten Island,18901,50189011002,1288.810789,101042.8368,0,0
119,1002,5,Staten Island,19700,50197001002,1158.434511,78186.27251,0,0
120,1002,5,Staten Island,20100,50201001002,2251.616052,281603.7182,0,0
121,1002,5,Staten Island,20801,50208011002,586.2954597,14341.3977,0,0
122,1002,5,Staten Island,21300,50213001002,1929.777123,179431.0845,0,0
123,1002,5,Staten Island,22300,50223001002,1175.707863,82351.72461,2,1
124,1002,5,Staten Island,24401,50244011002,2218.137462,206721.1443,0,0
125,1002,5,Staten Island,24402,50244021002,1557.41285,120653.2108,0,0
126,1002,5,Staten Island,25100,50251001002,1286.153038,98015.98951,0,0
127,1002,5,Staten Island,27301,50273011002,2895.017434,268308.1044,0,0
128,1002,5,Staten Island,27302,50273021002,1441.729193,120353.3177,0,0
129,1002,5,Staten Island,27900,50279001002,2117.424335,198803.5795,0,0
130,1002,5,Staten Island,29103,50291031002,2092.497811,203393.7906,0,0
131,1002,5,Staten Island,29104,50291041002,2184.948448,241439.5908,0,0
132,1002,5,Staten Island,30301,50303011002,2246.222422,239070.9054,0,0
133,1002,5,Staten Island,30302,50303021002,1317.919807,99810.32175,0,0
134,1003,5,Staten Island,300,50003001003,1374.530647,115178.8251,0,0
135,1003,5,Staten Island,900,50009001003,4216.037584,504712.9609,0,0
136,1003,5,Staten Island,1100,50011001003,1932.709042,184551.2359,0,0
137,1003,5,Staten Island,1800,50018001003,1764.939858,169559.2696,0,0
138,1003,5,Staten Island,2700,50027001003,1482.288015,123760.2808,0,0
139,1003,5,Staten Island,2900,50029001003,1075.349556,60939.80058,0,0
140,1003,5,Staten Island,3600,50036001003,1059.211005,66609.97202,0,0
141,1003,5,Staten Island,4000,50040001003,1289.864509,99453.70833,0,0
142,1003,5,Staten Island,5900,50059001003,1129.581779,58944.04252,0,0
143,1003,5,Staten Island,6400,50064001003,1359.620907,101135.9356,0,0
144,1003,5,Staten Island,6700,50067001003,2343.731663,234729.2871,0,0
145,1003,5,Staten Island,7400,50074001003,1589.820149,133112.6093,0,0
146,1003,5,Staten Island,7700,50077001003,1358.608388,105157.1575,0,0
147,1003,5,Staten Island,8100,50081001003,2325.671002,237906.2515,0,0
148,1003,5,Staten Island,9602,50096021003,1729.953602,154054.8138,0,0
149,1003,5,Staten Island,11201,50112011003,1862.009074,198995.1862,0,0
150,1003,5,Staten Island,11202,50112021003,1403.044269,120145.422,0,0
151,1003,5,Staten Island,11401,50114011003,2342.17883,278572.7376,0,0
152,1003,5,Staten Island,11402,50114021003,1340.939709,106572.7716,0,0
153,1003,5,Staten Island,12100,50121001003,1713.759446,145568.4179,0,0
154,1003,5,Staten Island,12200,50122001003,1696.683598,152585.8984,0,0
155,1003,5,Staten Island,12500,50125001003,2480.667236,296990.2287,0,0
156,1003,5,Staten Island,12804,50128041003,2237.774577,223815.3281,0,0
157,1003,5,Staten Island,12806,50128061003,1214.216842,88275.83534,0,0
158,1003,5,Staten Island,13201,50132011003,1565.034109,137370.5528,0,0
159,1003,5,Staten Island,13203,50132031003,1522.792834,130422.2748,0,0
160,1003,5,Staten Island,13204,50132041003,1915.130824,180499.2906,0,0
161,1003,5,Staten Island,13302,50133021003,1139.936631,81631.70144,0,0
162,1003,5,Staten Island,13400,50134001003,1346.224191,105768.4277,0,0
163,1003,5,Staten Island,13800,50138001003,1866.584735,180343.1837,0,0
164,1003,5,Staten Island,14605,50146051003,1547.186042,133777.0688,0,0
165,1003,5,Staten Island,14608,50146081003,1560.833803,135974.1659,0,0
166,1003,5,Staten Island,15100,50151001003,1857.711924,167884.0508,0,0
167,1003,5,Staten Island,15601,50156011003,1255.093248,93432.43045,0,0
168,1003,5,Staten Island,15602,50156021003,1974.336948,187430.2898,0,0
169,1003,5,Staten Island,16901,50169011003,1648.480644,149575.9997,0,0
170,1003,5,Staten Island,17005,50170051003,2143.748323,215702.4752,0,0
171,1003,5,Staten Island,17007,50170071003,913.7019066,44646.61107,0,0
172,1003,5,Staten Island,17011,50170111003,3666.15605,428607.2245,0,0
173,1003,5,Staten Island,17012,50170121003,1793.008158,125148.598,0,0
174,1003,5,Staten Island,17300,50173001003,1843.844347,171030.741,0,0
175,1003,5,Staten Island,17600,50176001003,1167.693656,83977.53795,0,0
176,1003,5,Staten Island,18701,50187011003,317.2411557,2173.048119,0,0
177,1003,5,Staten Island,18702,50187021003,1885.48732,125034.6989,0,0
178,1003,5,Staten Island,19700,50197001003,1188.861682,83807.32025,0,0
179,1003,5,Staten Island,19800,50198001003,2479.753339,383819.3211,0,0
180,1003,5,Staten Island,20100,50201001003,1525.038474,142547.3347,0,0
181,1003,5,Staten Island,20804,50208041003,1813.335199,165818.3388,0,0
182,1003,5,Staten Island,21300,50213001003,1317.937988,102807.224,0,0
183,1003,5,Staten Island,24401,50244011003,386.5630087,6454.956264,0,0
184,1003,5,Staten Island,25100,50251001003,1368.871591,111075.101,0,0
185,1003,5,Staten Island,27302,50273021003,1412.640321,87166.90403,0,0
186,1003,5,Staten Island,27702,50277021003,596.3726872,21220.99241,0,0
187,1003,5,Staten Island,27705,50277051003,2268.927203,227560.5645,0,0
188,1003,5,Staten Island,31901,50319011003,661.7577042,25426.93238,0,0
189,1004,5,Staten Island,600,50006001004,1253.226232,93319.79714,0,0
190,1004,5,Staten Island,800,50008001004,2256.101764,264822.034,0,0
191,1004,5,Staten Island,900,50009001004,1486.888845,150467.348,0,0
192,1004,5,Staten Island,2700,50027001004,1999.602609,204803.9209,0,0
193,1004,5,Staten Island,3300,50033001004,1590.271309,148433.5151,0,0
194,1004,5,Staten Island,3600,50036001004,1275.432837,93902.04898,0,0
195,1004,5,Staten Island,4000,50040001004,1271.350326,95706.54754,0,0
196,1004,5,Staten Island,5900,50059001004,1044.696979,60018.92701,0,0
197,1004,5,Staten Island,6400,50064001004,1644.293242,139065.0901,0,0
198,1004,5,Staten Island,6700,50067001004,2319.607786,231733.7958,0,0
199,1004,5,Staten Island,7400,50074001004,1659.846483,148440.9775,0,0
200,1004,5,Staten Island,7500,50075001004,2841.915247,431806.5153,0,0
201,1004,5,Staten Island,8100,50081001004,2312.696588,229494.5741,0,0
202,1004,5,Staten Island,9602,50096021004,1297.885246,99106.60707,0,0
203,1004,5,Staten Island,11201,50112011004,2973.186026,307853.1798,0,0
204,1004,5,Staten Island,11202,50112021004,1225.44966,93793.4112,0,0
205,1004,5,Staten Island,11401,50114011004,2177.179562,203238.0664,0,0
206,1004,5,Staten Island,11402,50114021004,1278.932962,98712.55397,0,0
207,1004,5,Staten Island,12100,50121001004,1751.453918,156313.7479,0,0
208,1004,5,Staten Island,12200,50122001004,1631.090472,163453.4129,0,0
209,1004,5,Staten Island,12500,50125001004,2743.338437,380102.9317,0,0
210,1004,5,Staten Island,12806,50128061004,1251.246353,94248.33104,0,0
211,1004,5,Staten Island,13201,50132011004,1581.337621,137852.7571,0,0
212,1004,5,Staten Island,13204,50132041004,1505.91937,135338.6819,0,0
213,1004,5,Staten Island,13400,50134001004,1382.792108,110943.3136,0,0
214,1004,5,Staten Island,13800,50138001004,1851.824551,177244.6051,0,0
215,1004,5,Staten Island,14604,50146041004,2127.416064,207318.5092,0,0
216,1004,5,Staten Island,14605,50146051004,1556.882668,133140.1297,0,0
217,1004,5,Staten Island,14608,50146081004,1482.681033,126640.2076,0,0
218,1004,5,Staten Island,15601,50156011004,1947.970057,182365.0502,0,0
219,1004,5,Staten Island,15602,50156021004,2028.68099,195768.9072,0,0
220,1004,5,Staten Island,15603,50156031004,1088.748312,70785.25155,0,0
221,1004,5,Staten Island,17005,50170051004,2126.25794,214930.6059,0,0
222,1004,5,Staten Island,17007,50170071004,1685.472676,166570.3656,0,0
223,1004,5,Staten Island,17009,50170091004,2062.388531,199282.8537,0,0
224,1004,5,Staten Island,17011,50170111004,1564.478878,120998.22,0,0
225,1004,5,Staten Island,17300,50173001004,1509.418282,133093.4771,0,0
226,1004,5,Staten Island,18701,50187011004,1737.585033,151472.901,5,1
227,1004,5,Staten Island,18702,50187021004,2084.237602,208402.0982,0,0
228,1004,5,Staten Island,18901,50189011004,1877.396069,162812.3208,0,0
229,1004,5,Staten Island,19700,50197001004,1110.923584,74842.26473,0,0
230,1004,5,Staten Island,19800,50198001004,964.4189134,26976.59884,0,0
231,1004,5,Staten Island,20100,50201001004,1606.582703,158395.5564,0,0
232,1004,5,Staten Island,20801,50208011004,1889.507528,162315.2443,0,0
233,1004,5,Staten Island,21300,50213001004,1500.777418,136925.3981,0,0
234,1004,5,Staten Island,25100,50251001004,3501.318985,513492.4632,0,0
235,1004,5,Staten Island,27301,50273011004,2259.373297,226738.3644,0,0
236,1004,5,Staten Island,27302,50273021004,1739.491187,147204.195,0,0
237,1004,5,Staten Island,27704,50277041004,5500.552496,1334464.792,0,0
238,1004,5,Staten Island,27705,50277051004,2277.488607,228248.5921,0,0
239,1004,5,Staten Island,29104,50291041004,1907.053435,192298.8441,0,0
240,1005,5,Staten Island,800,50008001005,1822.176074,171865.3207,0,0
241,1005,5,Staten Island,900,50009001005,1047.555104,51559.54108,0,0
242,1005,5,Staten Island,2700,50027001005,1214.7478,91990.84838,1,1
243,1005,5,Staten Island,3600,50036001005,1810.587557,137771.004,0,0
244,1005,5,Staten Island,4000,50040001005,1292.768131,99308.20533,0,0
245,1005,5,Staten Island,6400,50064001005,1858.584359,167678.1667,0,0
246,1005,5,Staten Island,6700,50067001005,1383.530734,110075.976,0,0
247,1005,5,Staten Island,7400,50074001005,2718.994693,285501.3206,0,0
248,1005,5,Staten Island,7500,50075001005,2455.458282,284510.9151,1,1
249,1005,5,Staten Island,7700,50077001005,1412.835303,114924.1609,0,0
250,1005,5,Staten Island,8100,50081001005,2840.054892,464580.4216,0,0
251,1005,5,Staten Island,9602,50096021005,1771.323803,159919.8038,0,0
252,1005,5,Staten Island,10500,50105001005,1722.03738,173835.0005,0,0
253,1005,5,Staten Island,11201,50112011005,1713.322326,156663.4999,0,0
254,1005,5,Staten Island,11202,50112021005,866.9215067,37023.57308,0,0
255,1005,5,Staten Island,11401,50114011005,1519.176476,122077.739,0,0
256,1005,5,Staten Island,11402,50114021005,2109.935722,206654.4641,0,0
257,1005,5,Staten Island,12100,50121001005,1689.535208,137008.0172,0,0
258,1005,5,Staten Island,12200,50122001005,1937.666056,198075.9457,0,0
259,1005,5,Staten Island,12500,50125001005,2558.769808,333699.7487,0,0
260,1005,5,Staten Island,12804,50128041005,4525.88023,599655.8731,0,0
261,1005,5,Staten Island,12806,50128061005,1309.336026,99452.68371,0,0
262,1005,5,Staten Island,13201,50132011005,1532.760755,131613.7545,0,0
263,1005,5,Staten Island,13204,50132041005,1394.274159,113255.7698,0,0
264,1005,5,Staten Island,13302,50133021005,1597.431744,145335.799,0,0
265,1005,5,Staten Island,13400,50134001005,1125.660516,53719.38966,0,0
266,1005,5,Staten Island,13800,50138001005,1434.965723,121321.8349,0,0
267,1005,5,Staten Island,14100,50141001005,1673.945613,148069.7814,0,0
268,1005,5,Staten Island,14604,50146041005,2045.08229,200119.8678,0,0
269,1005,5,Staten Island,14607,50146071005,2103.754702,207809.386,0,0
270,1005,5,Staten Island,14608,50146081005,2143.746322,215455.7844,0,0
271,1005,5,Staten Island,15601,50156011005,1943.433634,180080.8666,0,0
272,1005,5,Staten Island,15602,50156021005,2105.04824,211038.8735,0,0
273,1005,5,Staten Island,17005,50170051005,3260.611373,430139.1949,0,0
274,1005,5,Staten Island,17009,50170091005,1566.720295,121125.2906,0,0
275,1005,5,Staten Island,17011,50170111005,1879.667902,176739.7019,1,1
276,1005,5,Staten Island,17300,50173001005,1404.836595,113502.0023,0,0
277,1005,5,Staten Island,18701,50187011005,1862.465047,189007.2974,0,0
278,1005,5,Staten Island,18702,50187021005,2145.494906,234604.0044,0,0
279,1005,5,Staten Island,18901,50189011005,2120.710113,195554.2616,0,0
280,1005,5,Staten Island,19700,50197001005,1079.135722,69694.50225,0,0
281,1005,5,Staten Island,20801,50208011005,2635.497568,309200.7174,0,0
282,1005,5,Staten Island,20804,50208041005,2066.20849,206952.869,0,0
283,1005,5,Staten Island,21300,50213001005,1591.29459,148513.0023,0,0
284,1005,5,Staten Island,22300,50223001005,1554.150585,147901.7576,0,0
285,1005,5,Staten Island,24401,50244011005,1011.687314,63915.36217,0,0
286,1005,5,Staten Island,27301,50273011005,1863.286864,184182.8263,0,0
287,1005,5,Staten Island,27302,50273021005,1543.501627,130216.6202,0,0
288,1005,5,Staten Island,27705,50277051005,2446.03235,296712.5779,0,0
289,1005,5,Staten Island,29103,50291031005,1857.42207,173410.6378,0,0
290,1005,5,Staten Island,30301,50303011005,2240.841926,238876.8181,0,0
291,1006,5,Staten Island,900,50009001006,1121.938004,72272.33498,0,0
292,1006,5,Staten Island,1800,50018001006,1348.171953,81367.41829,0,0
293,1006,5,Staten Island,2001,50020011006,1097.113505,70513.67372,0,0
294,1006,5,Staten Island,2002,50020021006,2013.186146,171291.3075,0,0
295,1006,5,Staten Island,3600,50036001006,958.4308739,44321.40198,0,0
296,1006,5,Staten Island,4000,50040001006,1309.358122,101627.427,0,0
297,1006,5,Staten Island,5900,50059001006,1708.221993,165722.2203,0,0
298,1006,5,Staten Island,6400,50064001006,1517.455821,136066.0211,0,0
299,1006,5,Staten Island,6700,50067001006,1240.289895,92650.84395,0,0
300,1006,5,Staten Island,7000,50070001006,1337.399287,103819.0313,0,0
301,1006,5,Staten Island,7400,50074001006,2661.573145,269512.4892,0,0
302,1006,5,Staten Island,7700,50077001006,1656.822982,169552.9231,0,0
303,1006,5,Staten Island,9602,50096021006,1770.855819,159551.0392,0,0
304,1006,5,Staten Island,11201,50112011006,1914.183391,184890.4454,0,0
305,1006,5,Staten Island,11202,50112021006,4021.866054,611527.4929,0,0
306,1006,5,Staten Island,11401,50114011006,1077.198401,71074.0732,0,0
307,1006,5,Staten Island,11402,50114021006,2121.824248,207229.9019,0,0
308,1006,5,Staten Island,12100,50121001006,1678.831035,136088.4849,0,0
309,1006,5,Staten Island,12200,50122001006,1895.357343,177674.1762,0,0
310,1006,5,Staten Island,12804,50128041006,1456.988133,100030.2683,0,0
311,1006,5,Staten Island,12806,50128061006,1350.114922,107854.4109,0,0
312,1006,5,Staten Island,13201,50132011006,1540.870888,133564.6479,0,0
313,1006,5,Staten Island,13203,50132031006,549.5354131,4027.707437,0,0
314,1006,5,Staten Island,13204,50132041006,1355.348187,108912.4684,1,1
315,1006,5,Staten Island,13302,50133021006,1638.835403,156075.3381,0,0
316,1006,5,Staten Island,13400,50134001006,1485.177189,131942.7695,0,0
317,1006,5,Staten Island,13800,50138001006,1549.389025,137131.8456,0,0
318,1006,5,Staten Island,14100,50141001006,1446.948519,114908.9769,0,0
319,1006,5,Staten Island,14604,50146041006,2124.652055,204658.2884,0,0
320,1006,5,Staten Island,14605,50146051006,1497.308082,126689.5468,0,0
321,1006,5,Staten Island,14607,50146071006,1932.790522,183585.7895,0,0
322,1006,5,Staten Island,14608,50146081006,2135.462606,211777.9508,0,0
323,1006,5,Staten Island,14700,50147001006,2083.376451,198550.7666,0,0
324,1006,5,Staten Island,15100,50151001006,1963.322802,162793.6209,0,0
325,1006,5,Staten Island,15601,50156011006,1949.028135,181283.6826,0,0
326,1006,5,Staten Island,16901,50169011006,2212.153204,301268.9808,0,0
327,1006,5,Staten Island,17009,50170091006,2083.613296,204089.3766,0,0
328,1006,5,Staten Island,17011,50170111006,1714.430065,155964.8272,0,0
329,1006,5,Staten Island,17012,50170121006,3043.744323,165065.0547,0,0
330,1006,5,Staten Island,17300,50173001006,1349.490788,105583.1395,0,0
331,1006,5,Staten Island,17700,50177001006,1905.596234,183756.9695,0,0
332,1006,5,Staten Island,18701,50187011006,1873.40052,192689.1498,0,0
333,1006,5,Staten Island,18702,50187021006,2258.906678,243025.4916,0,0
334,1006,5,Staten Island,18902,50189021006,1942.264728,180241.018,0,0
335,1006,5,Staten Island,19700,50197001006,1047.417978,64536.44965,0,0
336,1006,5,Staten Island,20801,50208011006,4151.385471,518710.4462,0,0
337,1006,5,Staten Island,21300,50213001006,1787.00096,154140.5571,1,1
338,1006,5,Staten Island,24401,50244011006,1010.163138,63714.85506,0,0
339,1006,5,Staten Island,24800,50248001006,1236.255737,45691.49662,0,0
340,1006,5,Staten Island,27302,50273021006,1927.83207,178024.663,0,0
341,1006,5,Staten Island,27706,50277061006,2466.574004,376070.128,0,0
342,1006,5,Staten Island,29103,50291031006,2074.358573,201712.017,0,0
343,1006,5,Staten Island,29104,50291041006,1695.545595,146182.6704,0,0
344,1006,5,Staten Island,30302,50303021006,1282.594947,95332.49049,0,0
345,1007,5,Staten Island,900,50009001007,1465.785572,119887.0793,0,0
346,1007,5,Staten Island,1800,50018001007,1843.765568,121861.9753,0,0
347,1007,5,Staten Island,2001,50020011007,1424.909404,111335.6978,0,0
348,1007,5,Staten Island,2700,50027001007,1993.884062,192222.3431,0,0
349,1007,5,Staten Island,3600,50036001007,1024.483041,64958.32971,0,0
350,1007,5,Staten Island,4000,50040001007,1301.017872,99867.23189,0,0
351,1007,5,Staten Island,4700,50047001007,1880.48455,148420.4888,0,0
352,1007,5,Staten Island,6400,50064001007,1354.520243,106932.9421,0,0
353,1007,5,Staten Island,7000,50070001007,1944.286556,183422.9555,0,0
354,1007,5,Staten Island,7400,50074001007,2613.789007,315427.6902,0,0
355,1007,5,Staten Island,7700,50077001007,1303.781832,95953.14271,0,0
356,1007,5,Staten Island,8100,50081001007,2007.93919,194067.3713,0,0
357,1007,5,Staten Island,9602,50096021007,1416.70066,113751.2772,0,0
358,1007,5,Staten Island,11201,50112011007,2041.333249,210801.8975,0,0
359,1007,5,Staten Island,11202,50112021007,1431.460459,116351.0507,0,0
360,1007,5,Staten Island,11401,50114011007,1078.072878,71610.8947,0,0
361,1007,5,Staten Island,11402,50114021007,2200.755776,244497.4778,0,0
362,1007,5,Staten Island,12200,50122001007,1727.671991,156763.4191,0,0
363,1007,5,Staten Island,12804,50128041007,1417.624865,94739.41677,0,0
364,1007,5,Staten Island,12805,50128051007,1348.297947,107848.2247,0,0
365,1007,5,Staten Island,13201,50132011007,2084.450543,207486.448,0,0
366,1007,5,Staten Island,13203,50132031007,1524.041425,125290.8657,0,0
367,1007,5,Staten Island,13204,50132041007,1351.464469,108226.0904,0,0
368,1007,5,Staten Island,13302,50133021007,1534.169535,128729.3018,0,0
369,1007,5,Staten Island,13400,50134001007,1388.449758,110757.3467,0,0
370,1007,5,Staten Island,13800,50138001007,1335.965702,107963.0037,0,0
371,1007,5,Staten Island,14604,50146041007,2331.960659,236740.7179,1,1
372,1007,5,Staten Island,14605,50146051007,1396.495817,111655.2955,0,0
373,1007,5,Staten Island,14606,50146061007,2821.88596,300478.4117,0,0
374,1007,5,Staten Island,14608,50146081007,2122.947829,211271.505,0,0
375,1007,5,Staten Island,14700,50147001007,2266.368631,216102.256,0,0
376,1007,5,Staten Island,15601,50156011007,1944.877666,179832.1502,0,0
377,1007,5,Staten Island,15602,50156021007,1980.921377,189966.9977,0,0
